,link,datetime
252,https://www.thenews.com.pk/print/711973-reduced-crowds-unlikely-to-lower-covid-spread-risk,"September 9, 2020"
253,https://www.thenews.com.pk/print/717752-dna-of-two-suspects-matched-in-marwah-rape-and-murder-case,"September 21, 2020"
254,https://www.thenews.com.pk/latest/756553-teenage-girl-allegedly-abducted-from-qayyumabad-in-karachi,"December 10, 2020"
255,https://www.thenews.com.pk/latest/377424-tax-driver-gunned-down-over-honor-in-karachi,"October 6, 2018"
256,https://www.thenews.com.pk/print/538644-bureaucracy-making-properties-not-doing-duty-shc,"October 9, 2019"
257,https://www.thenews.com.pk/print/365654-student-injured-in-ceiling-collapse,"September 8, 2018"
258,https://www.thenews.com.pk/print/693441-women-defectors-returned-to-dprk-face-sexual-abuse,"July 29, 2020"
259,https://www.thenews.com.pk/print/107871-NAB-gave-safe-exit-to-Musharraf-Hashmi,"March 25, 2016"
260,https://www.thenews.com.pk/archive/print/295906-young-artists-highlight-gender-based-violence,"April 15, 2011"
261,https://www.thenews.com.pk/print/745910-kashmore-rape-tragedy-accused-given-in-police-custody-for-seven-days,"November 19, 2020"
262,https://www.thenews.com.pk/latest/695380-hamza-ali-abbasi-welcomes-baby-boy-with-naimal-khawar,"August 3, 2020"
263,https://www.thenews.com.pk/print/131776-How-can-police-be-reformed,"June 30, 2016"
264,https://www.thenews.com.pk/print/750245-rape-cases,"November 28, 2020"
265,https://www.thenews.com.pk/print/625804-women-shall-have-similar-rights,"March 8, 2020"
266,https://www.thenews.com.pk/print/464780-landmark-legislation-aimed-at-ending-early-marriages-in-sindh-being-poorly-implemented,"April 30, 2019"
267,https://www.thenews.com.pk/print/422777-human-rights-day-marked,"January 24, 2019"
268,https://www.thenews.com.pk/print/221676-Court-orders-house-search-in-blackmail-case,"August 6, 2017"
269,https://www.thenews.com.pk/print/614313-understanding-dynamics-of-violence-against-women-key-to-end-it,"February 15, 2020"
270,https://www.thenews.com.pk/print/421133-3-345-killed-in-police-encounters-from-jan-2014-to-may-2018,"January 20, 2019"
271,https://www.thenews.com.pk/print/198028-Child-abuse-in-Pakistan-increases-by-10-percent-report,"April 12, 2017"
272,https://www.thenews.com.pk/print/736651-three-men-accused-of-abduction-forced-conversion-of-christian-girl-granted-bail,"October 30, 2020"
273,https://www.thenews.com.pk/archive/print/344147-delegation-from-ajk-campaigns-against-forced-marriages,"January 31, 2012"
274,https://www.thenews.com.pk/print/180395-Four-arrested-for-blackmailing-women+TheNewsInternational-Lahore+,"January 20, 2017"
275,https://www.thenews.com.pk/print/737338-plea-for-moving-christian-girl-to-shelter-home-dismissed,"November 1, 2020"
276,https://www.thenews.com.pk/print/721347-girl-reunited-with-family,"September 28, 2020"
277,https://www.thenews.com.pk/print/711179-four-cops-among-eight-gang-rape-minor-in-india,"September 7, 2020"
278,https://www.thenews.com.pk/print/739634-police-officer-dies-of-coronavirus,"November 6, 2020"
279,https://www.thenews.com.pk/latest/642364-coronavirus-lockdown-woman-sho-wounded-as-mob-attacks-police-outside-karachi-mosque,"April 10, 2020"
280,https://www.thenews.com.pk/print/743558-girl-shot-dead,"November 14, 2020"
281,https://www.thenews.com.pk/print/462765-kp-assembly-lauded-for-raising-marriage-age-to-18,"April 25, 2019"
282,https://www.thenews.com.pk/print/270174-axact-offered-fake-degree-to-bbc-reporter,"January 19, 2018"
283,https://www.thenews.com.pk/print/713643-aurat-foundation-condemns-gang-rape-on-motorway,"September 12, 2020"
284,https://www.thenews.com.pk/print/735351-sexual-abuse-of-human-body-bill-moved-in-senate-seeking-death-or-life-for-abuser,"October 27, 2020"
285,https://www.thenews.com.pk/latest/713808-police-arrests-22-year-old-for-allegedly-killing-sister-for-honour,"September 12, 2020"
286,https://www.thenews.com.pk/print/102272-Bilawal-for-passing-anti-honour-killing-laws,"March 2, 2016"
287,https://www.thenews.com.pk/print/305418-man-killed-for-choice-marriage-in-nawankot,"April 17, 2018"
288,https://www.thenews.com.pk/print/390296-two-doctor-girls-forced-marriage-stopped-mazari,"November 6, 2018"
289,https://www.thenews.com.pk/print/678617-house-passes-sweeping-police-overhaul-after-floyd-s-death,"June 27, 2020"
290,https://www.thenews.com.pk/print/652780-domestic-violence-during-covid-19,"May 2, 2020"
291,https://www.thenews.com.pk/print/158804-Forced-marriage-child-labour-undermining-girls-health,"October 21, 2016"
292,https://www.thenews.com.pk/archive/print/498811-cases-filed-against-forced-marriages,"April 25, 2014"
293,https://www.thenews.com.pk/print/444551-protest-call-by-lhws-is-blackmail-as-work-completed-for-their-promotion-punjab-minister,"March 16, 2019"
294,https://www.thenews.com.pk/print/727346-seven-more-held-in-murder-case-of-minor-girl-in-charsadda,"October 10, 2020"
295,https://www.thenews.com.pk/print/237816-PIMS-strike-allegedly-takes-a-life,"October 18, 2017"
296,https://www.thenews.com.pk/archive/print/4190-mumtaz-bhutto-accused-of-blackmail,"April 29, 2006"
297,https://www.thenews.com.pk/print/56024-laws-inadequate-to-punish-culprits-in-child-abuse-cases,"August 12, 2015"
298,https://www.thenews.com.pk/latest/358133-jennifer-garner-honored-with-hollywood-star,"August 21, 2018"
299,https://www.thenews.com.pk/print/743962-girl-child-needs-focused-parenthood-for-healthy-social-growth,"November 15, 2020"
300,https://www.thenews.com.pk/print/726361-police-asked-to-produce-abducted-girl,"October 8, 2020"
301,https://www.thenews.com.pk/archive/print/126897-family-refuses-underage-marriage-fears-death,"August 4, 2008"
302,https://www.thenews.com.pk/archive/print/268098-judicial-response-to-gender-based-violence,"November 4, 2010"
303,https://www.thenews.com.pk/latest/741804-6-year-old-boy-becomes-worlds-youngest-computer-programmer,"November 10, 2020"
304,https://www.thenews.com.pk/print/147273-Honour-killing,"September 3, 2016"
305,https://www.thenews.com.pk/latest/442673-un-mourns-after-21-staff-killed-in-ethiopia-plane-crash,"March 11, 2019"
306,https://www.thenews.com.pk/print/576335-killing-for-honour,"November 30, 2019"
307,https://www.thenews.com.pk/archive/print/437642-rocket-hits-ptc-godown-in-akora,"June 20, 2013"
308,https://www.thenews.com.pk/latest/366578-one-more-killed-over-honour-in-karachi,"September 10, 2018"
309,https://www.thenews.com.pk/latest/716641-south-punjab-witnesses-rise-in-blackmailing-harassment-of-women-over-past-two-months,"September 18, 2020"
310,https://www.thenews.com.pk/latest/213108-Syed-Salahuddin-Kashmiris-not-terrorist-Zafar,"June 27, 2017"
311,https://www.thenews.com.pk/print/731142-gang-rape-of-woman-during-dacoity,"October 18, 2020"
312,https://www.thenews.com.pk/print/730953-several-charged-for-mutilation-of-jordan-boy,"October 18, 2020"
313,https://www.thenews.com.pk/print/362321-2-322-child-abuse-cases-reported-in-six-months,"September 1, 2018"
314,https://www.thenews.com.pk/print/730043-journalist-escapes-as-court-rejects-bail-in-blackmail-trial,"October 16, 2020"
315,https://www.thenews.com.pk/print/736300-motorway-gang-rape-court-extends-physical-remand-of-accused-shafqat-ali,"October 29, 2020"
316,https://www.thenews.com.pk/print/441540-end-to-violence-against-women-demanded,"March 9, 2019"
317,https://www.thenews.com.pk/print/647975-2-846-child-abuse-cases-reported-in-2019,"April 22, 2020"
318,https://www.thenews.com.pk/print/704114-islamabad-police-conducts-flag-march,"August 22, 2020"
319,https://www.thenews.com.pk/print/87607-rural-drama-a-touch-of-blackmail,"July 9, 2010"
320,https://www.thenews.com.pk/print/682803-minor-girl-murdered-after-being-abducted,"July 6, 2020"
321,https://www.thenews.com.pk/print/248469-pa-turns-orange-for-drive-against-violence,"November 25, 2017"
322,https://www.thenews.com.pk/latest/413859-ranveer-alia-starrer-gully-boy-reveals-first-look,"January 2, 2019"
323,https://www.thenews.com.pk/print/686259-12-year-old-girl-reunited-with-parents,"July 14, 2020"
324,https://www.thenews.com.pk/print/723404-another-woman-gang-raped-in-nankana-village,"October 2, 2020"
325,https://www.thenews.com.pk/print/25853-eating-late-could-damage-your-brain,"February 24, 2015"
326,https://www.thenews.com.pk/print/101258-The-Hindu-marriage-bill,"February 27, 2016"
327,https://www.thenews.com.pk/latest/422610-man-arrested-for-luring-women-into-making-videos-blackmail-fia,"January 23, 2019"
328,https://www.thenews.com.pk/print/723351-woman-gang-raped-in-nankana-village,"October 2, 2020"
329,https://www.thenews.com.pk/print/518718-youth-held-for-allegedly-molesting-step-sister,"August 28, 2019"
330,https://www.thenews.com.pk/print/714660-child-abuse-cases-on-the-rise-in-punjab,"September 14, 2020"
331,https://www.thenews.com.pk/archive/print/267642-robbers-kill-marriage-hall-owner,"November 2, 2010"
332,https://www.thenews.com.pk/archive/print/478061-gdp-blackmail,"January 9, 2014"
333,https://www.thenews.com.pk/print/629450-teenage-girl-raped-on-promise-of-marriage-in-haripur,"March 15, 2020"
334,https://www.thenews.com.pk/print/686560-pti-women-empowerment-meeting-discusses-various-issues,"July 14, 2020"
335,https://www.thenews.com.pk/print/651131-four-including-newly-wedded-couple-killed,"April 29, 2020"
336,https://www.thenews.com.pk/print/419727-government-urged-to-pass-law-on-child-marriages,"January 16, 2019"
337,https://www.thenews.com.pk/latest/722466-nora-fatehi-breaks-silence-as-terence-lewis-gets-accused-of-sexually-harassing-her,"September 30, 2020"
338,https://www.thenews.com.pk/print/715650-motorway-gang-rape-incident-echoes-in-senate,"September 16, 2020"
339,https://www.thenews.com.pk/print/713242-senate-s-hr-body-takes-notice-of-woman-s-gang-rape-on-motorway,"September 11, 2020"
340,https://www.thenews.com.pk/print/643234-boy-from-isolated-amazon-tribe-dies-after-being-infected-with-coronavirus,"April 12, 2020"
341,https://www.thenews.com.pk/print/474655-gang-of-robbers-busted-in-mansehra,"May 22, 2019"
342,https://www.thenews.com.pk/print/275886-ncsw-expresses-concern-over-rising-number-of-gender-violence-cases,"February 2, 2018"
343,https://www.thenews.com.pk/print/547549-blackmailing-for-nro-won-t-work-pm-on-azadi-march,"October 29, 2019"
344,https://www.thenews.com.pk/print/136514-Amnesty-asks-Pakistan-to-stop-pardoning-those-behind-honour-killings,"July 21, 2016"
345,https://www.thenews.com.pk/print/432667-sana-s-honour-killing-case,"February 16, 2019"
346,https://www.thenews.com.pk/latest/348317-india-is-home-to-the-largest-number-of-slaves-globally,"July 30, 2018"
347,https://www.thenews.com.pk/latest/731250-divorced-woman-accuses-brothers-of-gang-rape-in-india,"October 18, 2020"
348,https://www.thenews.com.pk/print/673459-rs119-bn-for-punjab-police,"June 16, 2020"
349,https://www.thenews.com.pk/print/359469-cut-in-aid-amounts-to-cheap-blackmail,"August 26, 2018"
350,https://www.thenews.com.pk/print/428760-punjab-minister-for-eliminating-gender-based-domestic-violence,"February 7, 2019"
351,https://www.thenews.com.pk/latest/281907-bajwa-doctrine-working-well-against-american-blackmail,"February 16, 2018"
352,https://www.thenews.com.pk/print/723403-pakistani-cop-wins-best-police-officer-of-asia-award-by-un,"October 2, 2020"
353,https://www.thenews.com.pk/print/351790-pm-pays-rich-tribute-to-paf,"August 7, 2018"
354,https://www.thenews.com.pk/print/749372-helpline-16-days-of-activism-campaign-against-gbv-launched,"November 26, 2020"
355,https://www.thenews.com.pk/print/504637-research-centre-to-be-established-to-help-judges-cjp,"July 28, 2019"
356,https://www.thenews.com.pk/print/399515-women-in-conflict-areas-the-case-of-kashmir,"November 29, 2018"
357,https://www.thenews.com.pk/print/515964-man-allegedly-commits-suicide,"August 23, 2019"
358,https://www.thenews.com.pk/latest/366138-two-murdered-in-karachi,"September 9, 2018"
359,https://www.thenews.com.pk/print/740798-uae-relaxes-laws-on-alcohol-cohabitation,"November 8, 2020"
360,https://www.thenews.com.pk/print/664217-to-restrict-abortion-us-states-manipulating-pandemic-un-expert,"May 28, 2020"
361,https://www.thenews.com.pk/print/626956-governor-takes-notice-of-chinese-student-s-alleged-harassment,"March 10, 2020"
362,https://www.thenews.com.pk/print/696230-newborn-girl-survives-after-being-thrown-off-second-floor,"August 5, 2020"
363,https://www.thenews.com.pk/print/476058-not-to-bow-down-to-blackmailing-nab-chief,"May 25, 2019"
364,https://www.thenews.com.pk/print/718771-three-booked-for-gang-raping-teenage-boy-in-clifton,"September 23, 2020"
365,https://www.thenews.com.pk/print/548032-police-reforms,"October 30, 2019"
366,https://www.thenews.com.pk/print/738635-protecting-the-minority,"November 4, 2020"
367,https://www.thenews.com.pk/latest/710537-korangi-man-was-killed-over-blackmailing-girl,"September 5, 2020"
368,https://www.thenews.com.pk/print/705133-boy-dies-of-snake-bite-in-haripur,"August 24, 2020"
369,https://www.thenews.com.pk/print/588408-minor-boy-kidnapped-for-ransom-found-dead,"December 25, 2019"
370,https://www.thenews.com.pk/print/734276-act-now,"October 25, 2020"
371,https://www.thenews.com.pk/print/676182-girl-martyred-2-civilians-injured-in-indian-firing-at-loc,"June 22, 2020"
372,https://www.thenews.com.pk/print/733603-case-registered-against-150-people-for-attacking-police,"October 23, 2020"
373,https://www.thenews.com.pk/print/321045-nadeem-scores-century-to-help-tapal-cc-record-big-win,"May 25, 2018"
374,https://www.thenews.com.pk/latest/585225-hareem-shah-harassed-by-a-mob-of-fans-in-dubai,"December 18, 2019"
375,https://www.thenews.com.pk/print/713615-police-could-have-learnt-lesson-from-earlier-gang-rape-incident,"September 12, 2020"
376,https://www.thenews.com.pk/latest/692859-man-arrested-for-blackmailing-jannat-mirza,"July 27, 2020"
377,https://www.thenews.com.pk/print/721172-no-development,"September 28, 2020"
378,https://www.thenews.com.pk/print/431427-treating-child-abuse-as-taboo-painful-mazari,"February 13, 2019"
379,https://www.thenews.com.pk/print/660464-waziristan-honour-killings-barbaric-condemnable-hrcp,"May 18, 2020"
380,https://www.thenews.com.pk/print/610201-police-investigation-is-entry-point-in-criminal-justice-system,"February 7, 2020"
381,https://www.thenews.com.pk/print/174771-UK-asks-forced-marriage-victim-to-pay-for-repatriation-from-Pakistan,"December 27, 2016"
382,https://www.thenews.com.pk/archive/print/451517-wio-flays-chemical-weapon-attack-on-syrians,"August 29, 2013"
383,https://www.thenews.com.pk/print/670009-democrats-take-a-knee-in-us-congress-in-floyd-tribute,"June 9, 2020"
384,https://www.thenews.com.pk/print/745447-motorway-gang-rape-case-prime-suspect-sent-to-jail-on-14-day-judicial-remand,"November 18, 2020"
385,https://www.thenews.com.pk/print/311306-husband-allegedly-kills-female-cabbie,"May 1, 2018"
386,https://www.thenews.com.pk/print/719714-two-men-arrested-in-15-year-old-boy-s-rape-case,"September 25, 2020"
387,https://www.thenews.com.pk/print/712076-morocco-faces-senegal-and-dr-congo-in-october-friendly-matches,"September 9, 2020"
388,https://www.thenews.com.pk/print/719296-apc-cannot-blackmail-imran-khan-kp-cm-mahmood-khan,"September 24, 2020"
389,https://www.thenews.com.pk/print/461628-women-in-the-front,"April 23, 2019"
390,https://www.thenews.com.pk/print/735403-gcu-student-gang-raped-filmed,"October 27, 2020"
391,https://www.thenews.com.pk/latest/713367-punjab-law-minister-says-motorway-gang-rape-blind-incident-with-no-evidence,"September 11, 2020"
392,https://www.thenews.com.pk/print/595427-bzu-assistant-professor-sacked-for-harassing-girl,"January 8, 2020"
393,https://www.thenews.com.pk/print/534564-issues-of-honour,"October 1, 2019"
394,https://www.thenews.com.pk/print/652690-violence-in-a-pandemic,"May 2, 2020"
395,https://www.thenews.com.pk/print/727789-rapist-and-killer-of-minor-girl-arrested-in-charsadda,"October 11, 2020"
396,https://www.thenews.com.pk/print/730413-imported-vegetables,"October 17, 2020"
397,https://www.thenews.com.pk/print/71494-french-footballer-benzema-held-over-sex-tape-blackmail,"November 5, 2015"
398,https://www.thenews.com.pk/print/746150-scsw-shirkat-gah-present-policy-document-on-impact-of-covid-19-on-women,"November 20, 2020"
399,https://www.thenews.com.pk/print/453509-tackling-forced-conversions,"April 5, 2019"
400,https://www.thenews.com.pk/latest/756943-sharmeen-obaids-documentary-on-qandeel-baloch-gears-up-for-doc-nyc-release,"December 11, 2020"
401,https://www.thenews.com.pk/print/643483-covid-19-and-child-abuse,"April 13, 2020"
402,https://www.thenews.com.pk/print/669209-three-gang-rape-accused-held,"June 7, 2020"
403,https://www.thenews.com.pk/print/52658-two-us-presidents-among-many-celebrities-blackmailed,"July 24, 2015"
404,https://www.thenews.com.pk/print/579758-speakers-call-for-efforts-to-prevent-child-marriages,"December 7, 2019"
405,https://www.thenews.com.pk/print/650693-14-year-old-boy-found-tortured-to-death,"April 28, 2020"
406,https://www.thenews.com.pk/print/456098-court-allows-christian-girl-to-go-with-father,"April 11, 2019"
407,https://www.thenews.com.pk/latest/128886-Husband-murdered-Pakistan-honour-killing,"June 18, 2016"
408,https://www.thenews.com.pk/print/716031-all-that-glitters-is-not-gold-amnesty-international-s-alarming-report-about-rape-cases-in-ideal-nordic-countries,"September 17, 2020"
409,https://www.thenews.com.pk/latest/234748-Pakistani-activist-Gulalai-Ismail-wins-Anna-Plitkovskaya-Award,"October 5, 2017"
410,https://www.thenews.com.pk/print/186190-Over-3700-police-personnel-killed-in-450-suicide-attacks-since-2002,"February 14, 2017"
411,https://www.thenews.com.pk/print/698238-christian-girl-converted-to-islam-allowed-to-go-with-muslim-husband,"August 9, 2020"
412,https://www.thenews.com.pk/print/728641-boy-and-girl-found-mysteriously-dead,"October 13, 2020"
413,https://www.thenews.com.pk/print/696194-boy-13-kills-friend,"August 5, 2020"
414,https://www.thenews.com.pk/print/719516-gujranwala-girl-retracts-rape-allegations-against-cop-in-statement-to-court,"September 25, 2020"
415,https://www.thenews.com.pk/print/713765-rape-cases-on-the-rise,"September 12, 2020"
416,https://www.thenews.com.pk/print/226943-WHO-signs-accord-for-joint-UN-programme-for-women-girls-subject-to-violence,"August 30, 2017"
417,https://www.thenews.com.pk/print/194582-Honour-killing-claims-six-lives,"March 26, 2017"
418,https://www.thenews.com.pk/print/750738-australia-advocates-gender-sensitive-media-reporting,"November 29, 2020"
419,https://www.thenews.com.pk/print/379401-gender-based-violence,"October 11, 2018"
420,https://www.thenews.com.pk/print/718199-remember-the-motorway-rape,"September 22, 2020"
421,https://www.thenews.com.pk/print/403930-workshop-on-gender-based-violence,"December 10, 2018"
422,https://www.thenews.com.pk/print/274166-dr-sahar-ansari-found-guilty-of-sexually-harassing-fellow-ku-professor,"January 29, 2018"
423,https://www.thenews.com.pk/print/520419-stop-child-abuse-conference-meaningful-interactions-between-parents-kids-needed,"September 1, 2019"
424,https://www.thenews.com.pk/latest/518246-fact-check-top-nigerian-politician-attacked-in-germany-for-seeking-medical-care,"August 27, 2019"
425,https://www.thenews.com.pk/print/671265-teenage-girl-killed,"June 12, 2020"
426,https://www.thenews.com.pk/print/396719-sc-seeks-report-on-honour-killing-in-jhelum,"November 21, 2018"
427,https://www.thenews.com.pk/latest/581479-brittany-matthews-patrick-mahomes-girlfriend-accuses-patriots-fans-of-harassing-her,"December 10, 2019"
428,https://www.thenews.com.pk/print/679862-timely-intel-alert-and-police-preparedness-foiled-psx-attack,"June 30, 2020"
429,https://www.thenews.com.pk/print/736148-robber-killed-in-police-encounter,"October 29, 2020"
430,https://www.thenews.com.pk/print/711287-4-cops-among-8-gang-rape-minor-in-india,"September 7, 2020"
431,https://www.thenews.com.pk/print/622361-man-allegedly-involved-in-harassing-blackmailing-woman-arrested,"March 2, 2020"
432,https://www.thenews.com.pk/print/257454-detailed-judgment-phc-declares-forced-abortion-a-strong-ground-for-dissolution-of-marriage,"December 18, 2017"
433,https://www.thenews.com.pk/print/753067-five-men-gang-rape-woman-in-bhakkar-jungle,"December 3, 2020"
434,https://www.thenews.com.pk/print/53983-theatre-on-forced-marriages,"July 31, 2015"
435,https://www.thenews.com.pk/print/707899-uae-issues-decree-ending-boycott-of-israel,"August 30, 2020"
436,https://www.thenews.com.pk/print/214068-Honour-killings-remain-a-challenge-for-authorities,"July 3, 2017"
437,https://www.thenews.com.pk/print/655808-foreign-service-official-sacked-for-sexual-harassment,"May 8, 2020"
438,https://www.thenews.com.pk/print/752397-supreme-court-acquits-man-involved-in-rape-murder-of-widow,"December 2, 2020"
439,https://www.thenews.com.pk/print/473175-three-pindi-policemen-gang-rape-girl,"May 19, 2019"
440,https://www.thenews.com.pk/print/155702-Enforcing-anti-rape-honour-killing-laws-a-real-challenge,"October 8, 2016"
441,https://www.thenews.com.pk/print/643080-in-madagascar-tradition-trumps-women-s-rights-in-domestic-abuse,"April 12, 2020"
442,https://www.thenews.com.pk/latest/120179-German-politicians-say-Merkel-left-EU-exposed-to-Turkish-blackmail,"May 16, 2016"
443,https://www.thenews.com.pk/print/505952-me-country-ruler-s-wife-seeks-protection-from-british-court,"July 31, 2019"
444,https://www.thenews.com.pk/latest/721031-19-days-on-motorway-gang-rape-key-suspect-abid-ali-still-in-the-wind,"September 27, 2020"
445,https://www.thenews.com.pk/print/613482-high-court-orders-swift-dna-tests-in-rape-and-assault-cases,"February 14, 2020"
446,https://www.thenews.com.pk/print/713672-rumpus-in-kp-pa-over-motorway-gang-rape-incident,"September 12, 2020"
447,https://www.thenews.com.pk/archive/print/199530-cbs-worker-held-in-letterman-blackmail-plot,"October 3, 2009"
448,https://www.thenews.com.pk/print/361323-man-arrested-for-blackmailing-women-through-videos,"August 30, 2018"
449,https://www.thenews.com.pk/print/712725-robbers-kill-man-in-kasur,"September 10, 2020"
450,https://www.thenews.com.pk/print/165703-Anti-dowry-law-urged,"November 18, 2016"
451,https://www.thenews.com.pk/print/747265-tank-police-seize-7-tons-hashish-60kg-opium,"November 22, 2020"
452,https://www.thenews.com.pk/print/485720-inefficiency-and-corruption-blotch-police,"June 17, 2019"
453,https://www.thenews.com.pk/latest/377867,"October 7, 2018"
454,https://www.thenews.com.pk/print/204284-DNA-testing-vital-in-cases-of-gender-based-violence,"May 14, 2017"
455,https://www.thenews.com.pk/print/600300-women-rights-issue-echoes-in-senate,"January 18, 2020"
456,https://www.thenews.com.pk/print/361568-journalists-trained-in-gender-sensitive-reporting,"August 30, 2018"
457,https://www.thenews.com.pk/print/752903-violence-against-women-needs-to-be-responded-everywhere,"December 3, 2020"
458,https://www.thenews.com.pk/print/477304-lack-of-police-personnel-resources-lead-to-surge-in-crime,"May 28, 2019"
459,https://www.thenews.com.pk/print/495039-us-says-latest-taliban-talks-most-productive-so-far,"July 7, 2019"
460,https://www.thenews.com.pk/latest/697396-bilawal-slams-centre-for-quoting-hrw-on-kashmir-but-ignoring-on-national-issues,"August 7, 2020"
461,https://www.thenews.com.pk/latest/244229-Mufti-Qavi-released-on-bail-pledges-struggle-against-women-violence-honor-killing,"November 14, 2017"
462,https://www.thenews.com.pk/print/714237-a-few-most-publicised-rape-cases-in-pakistan,"September 13, 2020"
463,https://www.thenews.com.pk/print/155933-UN-hails-legislation-against-honour-killing-rape,"October 9, 2016"
464,https://www.thenews.com.pk/print/140704-Protecting-women-from-crimes-of-honour,"August 7, 2016"
465,https://www.thenews.com.pk/latest/722031-bollywood-celebrities-strongly-react-as-20-year-old-hathras-gang-rape-victim-passes-away,"September 29, 2020"
466,https://www.thenews.com.pk/latest/740868-islamabad-bank-harassment-faysal-bank-usman-gohar-manager-employee-caught-groping-woman-on-video-arrested,"November 8, 2020"
467,https://www.thenews.com.pk/print/574498-16-days-activism-against-gender-based-violence-kicks-off,"November 26, 2019"
468,https://www.thenews.com.pk/print/717425-kidnapping-case-lodged-four-days-after-minor-girl-goes-missing,"September 20, 2020"
469,https://www.thenews.com.pk/archive/print/545504-three-killed-in-honour-killing-incidents,"December 29, 2014"
470,https://www.thenews.com.pk/print/622227-man-arrested-for-raping-dead-women-in-okara,"March 1, 2020"
471,https://www.thenews.com.pk/latest/659101-inspirational-story-of-blind-pakistani-girl-whos-stormed-to-britains-got-talent,"May 15, 2020"
472,https://www.thenews.com.pk/print/592794-nz-sweat-on-williamson-nicholls-santner-as-bug-hits-team,"January 3, 2020"
473,https://www.thenews.com.pk/print/390594-14-injured-as-two-groups-exchange-fire,"November 7, 2018"
474,https://www.thenews.com.pk/print/193058-Missing-girl-student-has-joined-Daesh-claim-police,"March 18, 2017"
475,https://www.thenews.com.pk/latest/729822-fawad-khan-sadaf-khan-blessed-with-baby-girl,"October 15, 2020"
476,https://www.thenews.com.pk/print/733508-girl-dies-in-exchange-of-fire-between-police-robbers-in-lahore,"October 23, 2020"
477,https://www.thenews.com.pk/print/744861-resolution-against-child-abuse,"November 17, 2020"
478,https://www.thenews.com.pk/print/686830-boy-reunited-with-family,"July 15, 2020"
479,https://www.thenews.com.pk/print/300638-chinese-engineers-scuffle-with-police-in-kabirwala,"April 5, 2018"
480,https://www.thenews.com.pk/print/316780-7-495-appointed-irregularly-in-sindh-police,"May 15, 2018"
481,https://www.thenews.com.pk/print/537601-two-arrested-for-kidnapping-boy,"October 7, 2019"
482,https://www.thenews.com.pk/print/576279-several-officials-transferred-as-major-reshuffle-continues-in-sindh-police,"November 30, 2019"
483,https://www.thenews.com.pk/print/702893-rally-staged-to-demand-justice-to-slain-girl-family,"August 20, 2020"
484,https://www.thenews.com.pk/print/291417-inefficiency-corruption-smears-police-department,"March 12, 2018"
485,https://www.thenews.com.pk/print/337274-four-indian-priests-accused-of-rape-blackmail,"July 4, 2018"
486,https://www.thenews.com.pk/latest/174845-FO-orders-British-girl-forced-to-marry-in-Pakistan-to-pay-for-repatriation,"December 27, 2016"
487,https://www.thenews.com.pk/print/741086-30-new-vehicles-handed-over-to-rawalpindi-police-stations,"November 9, 2020"
488,https://www.thenews.com.pk/print/140447-Collaborative-strategy-to-end-gender-based-violence-stressed,"August 6, 2016"
489,https://www.thenews.com.pk/print/82759-Screening-may-cut-ovarian-cancer-deathsutm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+World-TheNewsInternational+(World+News+-+The+News+International),"December 18, 2015"
490,https://www.thenews.com.pk/archive/print/486795-%E2%80%98708-early-forced-marriages-reported-last-year%E2%80%99,"February 22, 2014"
491,https://www.thenews.com.pk/print/736492-charter-of-demands-to-ensure-protection-of-women,"October 29, 2020"
492,https://www.thenews.com.pk/print/723911-girl-gang-raped-in-hotel,"October 3, 2020"
493,https://www.thenews.com.pk/print/726337-opp-s-blackmail-not-to-pressurise-govt-says-shibli,"October 8, 2020"
494,https://www.thenews.com.pk/print/271460-madrasa-teacher-beatsnine-year-old-boy-to-death,"January 22, 2018"
495,https://www.thenews.com.pk/latest/127716-South-Asia-Democracy-Watch-denounces-honour-killings-in-Pakistan,"June 14, 2016"
496,https://www.thenews.com.pk/print/712189-police-stations-in-kp-yet-to-get-financial-autonomy,"September 9, 2020"
497,https://www.thenews.com.pk/print/465072-bill-against-marriage-under-18-sails-through-senate,"April 30, 2019"
498,https://www.thenews.com.pk/print/631591-portal-to-combat-child-abuse-content,"March 20, 2020"
499,https://www.thenews.com.pk/print/155575-Punishment-despite-compromise-in-honour-killing-cases,"October 7, 2016"
500,https://www.thenews.com.pk/print/738665-women-protest-against-malawi-rape-impunity,"November 4, 2020"
501,https://www.thenews.com.pk/print/489419-increasing-incidents-of-child-abuse-in-capital,"June 25, 2019"
502,https://www.thenews.com.pk/latest/729285-motorway-rape-case-abid-malhi-reportedly-said-you-betrayed-me-to-father-after-arrest,"October 14, 2020"
503,https://www.thenews.com.pk/print/683583-trump-s-war,"July 8, 2020"
504,https://www.thenews.com.pk/print/663043-is-it-so-easy-to-blackmail-the-government,"May 24, 2020"
505,https://www.thenews.com.pk/print/17083-early-forced-marriages-increasing,"January 8, 2015"
506,https://www.thenews.com.pk/print/249162-trials-for-cm-talent-hunt-programme-end,"November 27, 2017"
507,https://www.thenews.com.pk/print/579599-call-for-inter-department-coordination-to-curb-gender-based-violence,"December 7, 2019"
508,https://www.thenews.com.pk/latest/295587-bollywood-actress-urmila-ends-10-years-hiatus-with-film-blackmail,"March 22, 2018"
509,https://www.thenews.com.pk/print/572601-only-asp-rank-officer-will-probe-child-abuse-cases-ihc,"November 22, 2019"
510,https://www.thenews.com.pk/print/290047-google-app-launched-to-help-women-survivors-of-gender-based-violence,"March 9, 2018"
